id,Failure,Description,Title,Problem Code,Cause Code,Action Code
CTRAC0172,1,"Ops Finding: ´ ñTier 1 deviationî - Shut down C308 due to HP XHead Vibration and Compressor Frame vibration resulted in Low Seal dP violation on HP Flare.
´ Tag number(s) deviated - 21L626SD
´ Tag description(s) - Low Seal dP violation on HP Flare
´ Time of trip for Tier 1 deviation _ if there are multiple alarm points, indicate time for all - 12:25 PM and ended on 12:38 PM
´ Farthest point from deviation(s) - Minimum on Low Seal dP is 10 PSIG on HP Flare and we got below -8.144.
´ Duration of deviation (in minutes for all) - A total of 13 minutes
´ How long following alarm(s) was first action taken - Immediately
´ Is there a SHE critical device (RV or Cut-Out) protecting this tier 1 point? Yes Did it activate? There is one low alarm point and it is set for 15 PSIG.
Executive Summary:    C-308 alarmed on a Frame Vibration and trap was opened on compressor to drain any residual liquid. This cause the compressor vibration to increase resulting in compressor shut down. Compressor shutdown resulted in an increase in suction pressure which resulted in 37PC500 to open to flare causing HP and HP flare low seal dP exceedance.",P5094 VALVE FAILED,VALVE,UNDETERMINED,REPLACE
CTRAC0174,1,"Ops Finding: Executive Summary:    While loading pockets on C-308 HP due to vibration issues, compressor had high vibration on HP 3rd cylinder cross head and shut down.
Immediate Corrective Actions Taken:    Immediately got permission from Vibration Specialist to re-start compressor.  Re-started compressor in accordance with LO-HDC-NP-0503B
Eng Finding: spurious. We were making a loading move but the compressor should have been able to handle themove. It appears that we may have made the second move a little faster than the compressor liked. But This is the nature of the load moves during normal operations. the operator may be called to make a move very quickly. - PT 10/9/2015
Xhead vibration high took out the compressor",P5115 SEAL FAILED,SEAL,UNDETERMINED,REPAIR
CTRAC0175,1,"Eng Finding: Trip took place at 4:13pm not 4:46. operation findings are a copy of the trip from October 4th .  - Root cause is an increased compression ratio because the compressor was being run completely unloaded. --PT 11/8/2015
The compressor is set up with an automatic trap blow down. In this case the compressor tried to blow down while it was unloaded which casued the compression ratio to increase and it triped on vibration. Operations will try to limit the amount of time that the compressor is unloaded to prevent this from happening again. In addition, engineering is progressing 2 methods that will help dampen crosshead vibration: 1) grout in the crosshead guide, & 2) add suplimental oil to the crosshead guide. - PT 11/10/2015",P5116 VALVE FAILED,VALVE,UNDETERMINED,REPLACE
CTRAC0178,1,"Eng Finding: Loto'ing for repair of a leaking 3LP and high 2LP gas noise. The compressor was shutdown and then restarted to allow us to work C457 first. After a massive valve failure occurred on C457 - PT 12/15/2015
Machine was shutdown to repair valves. Before the work was started, the BT opted to start the machine back up so that they could work C0457 first.12/17/2015",P5117 COUPLING FAILED,COUPLING,UNDETERMINED,REPLACE
CTRAC0205,1,Ops Finding: C-457 tripped on high drum level on LP  2nd stage. 1st Stage West heater tripped on low pass flow. R1 Bed 2 delt p exceeded Tier1 pressure of 75 for a max of 75.76 for .02 hr. while re-starting the compressor. IMPACT 823987,P5155 COUPLING FAILED,COUPLING,ALLIGMENT,REPLACE
CTRAC0206,1,Eng Finding: C457 shutdown to repair intermittent multi-event key phasor.  Found that key phasor bracket became loose and probe was touching the multi-event wheel. - DFW 12/12/2014,P5156 COUPLING FAILED,COUPLING,UNDETERMINED,REPLACE
CTRAC0219,1,"Eng Finding: 3 LP failure caused by liquid ev ent. The 3 LP suction trap failed and the valve was flogged with liquid until operations manually openned the trap and left it cracked open. THe damage was already done. Though. - PT 9/8/2015
Ops Finding: Incident Description:    on 9/6/15 C-457 compressor had a valve 2nd stage LP discharge which was loading up the 3rd stage LP suction.  The cylinder reached max pressure and relieved to the HP flare putting hydrogen to the flare momentarily.
Valve failure likely due to 2nd stage hydrogen trap failure ~3 weeks prior to event which led to liquid reaching 2nd stage valves.
Executive Summary:    on 9/6/15 C-457 compressor had a valve 2nd stage LP discharge which was loading up the 3rd stage LP suction.  The cylinder reached max pressure and relieved to the HP flare putting hydrogen to the flare momentarily",P5284 SEAL FAILED,SEAL,UNDETERMINED,REPLACE
CTRAC0220,1,"Eng Finding: The primary reason for this outage is to replace failed 2LP valves. The Crank end discharge valves had an event on November 15th - 16th returned to normal status and took a big step change on the 22nd.  All 2LP valves will be replaced
While preparing C308 for shut down to work its failure we loaded C457 up. 2 LP valves started to leak. The leak was bad enough to back up the 1st stage LP pressure. The decision was made to start C308 back up and work C457. There appeared to have been an event on the 15th of November. all three of the compressor experienced an abnormality in performance on the 15th that cleared up later that day. following that event first C308 started to leak and then C457. root cause is the same as the past events. operating outside of the envelope. Liquid . - PT 12/15/2015
Valves failed due to liquid condensing from the process gas. PMTE is working towards installing heat tracing that will prevent gas from condensing. 12/17/2015",P6497 COUPLING FAILED,COUPLING,UNDETERMINED,REPLACE
CTRAC0221,1,"Eng Finding: High High level shutdown on knock out drum. - PT 1/10/2016
Operator's had drum level blow down valve in manual and lost track of the level. The compressor triped on high KO drum level. Compressor was re-started without issue. Engineering reccomends running with the KO drum valve in auto. BM 1/15/2016",P6635 VALVE FAILED,VALVE,UNDETERMINED,REPLACE
CTRAC0222,1,"Eng Finding: A contracting crew was working nearby the mcahine. A spark flew off from their grinder and ignited hydrogen leaking from a bull plug on C0457's KO drum level gauge. The combustible event heated a conduit line running above the KO pot. The conduit housed the wiring for the HH level trip. The wire insulation was melted by the combustible event and shorted causing a compressor trip. The HH level trip was not real. The trip was caused by false indication. The bull plug was replaced to eliminate the leak in the future. PT -2/10/2016
The contracting crew was working without a hot work permit. If they had done the proper paper work and gotten a hot work permit, there would have been a gas check to identifiy the leak before work started. BM 2/9/2016
Ops Finding: CSS received a high priority shut down alarm on Recip Compressor C-457. Operators responded promptly to find that the compressor shut down on a High Liquid Level Alarm on 2nd Stage High Purity. The operators drained both suction/discharge pots.  The sudden loss of C457 caused the frontend of the H2 system to pressure up hitting the HP blow down and lowered the seal level, causing a Tier 1 Violation on 21L626SD HP Flare Seal dP.
There was a bull plug on top of C457 that was leaking which created a small combustible event (fire). Operators immediately put out the combustible event.",P7044 UNION FAILED,UNION,UNDETERMINED,REPLACE
10624630,0,"Notif ID: 11471989
Eng Finding: These work orders have been marked Not a Repair due to the necessity for preventative maintenance to keep them running. - PT- 4/14/2014
Ops Finding: Ensure API plan 32/62 is operable at all times
SAP WO Long Desc: LMZ PM PLUNGER PUMP (PM15130) Perform the preventative maintenance work as detailed on the
 task sheet.		  LMS PM PLUNGER PUMP  (PM15130) Perform the preventative maintenance work as detailed on the  task sheet. ",,,,
10624633,0,"Notif ID: 11472170
Eng Finding: These work orders have been marked Not a Repair due to the necessity for preventative maintenance to keep them running. - PT- 4/14/2014
Ops Finding: Ensure pump does not run dry
SAP WO Long Desc: LMZ PM PLUNGER PUMP
 (PM15130) Perform the preventative maintenance work as detailed on the	 task sheet.
   LMS PM PLUNGER PUMP
 (PM15130) Perform the preventative maintenance work as detailed on the
 task sheet. ",,,,
10732836,0,"Notif ID: 11720292
Eng Finding: integral gear pm not inside of the envelope - PT 7/30/2014
Ops Finding:
SAP WO Long Desc: LMZ PM PLUNGER PUMP P7700
 (PM15130) Perform the preventative maintenance work as detailed on the  task sheet.  LMS PM PLUNGER PUMP  (PM15130) Perform the preventative maintenance work as detailed on the
 task sheet. ",,,,
10732839,0,"Notif ID: 11720293
Eng Finding: integral gear pm not inside of the envelope - PT 7/30/2014
Ops Finding:
SAP WO Long Desc: LMZ PM PLUNGER SPARE PUMP P7701
 (PM15130) Perform the preventative maintenance work as detailed on the  task sheet.  LMS PM PLUNGER PUMP  (PM15130) Perform the preventative maintenance work as detailed on the
 task sheet. ",,,,
10825049,0,"Notif ID: 11942115
Eng Finding: PM, not a failure. - DFW 12/3/2014
Ops Finding:
SAP WO Long Desc: LMZ PM PLUNGER PUMP P7700
 (PM15130) Perform the preventative maintenance work as detailed on the  task sheet.
 LMS PM PLUNGER PUMP  (PM15130) Perform the eventative maintenance work as detailed on the  task sheet. ",,,,
10825051,0,"Notif ID: 11942116
Eng Finding: PM, not a failure. - DFW 12/3/2014
Ops Finding:
SAP WO Long Desc: LMZ PM PLUNGER PUMP P7701
 (PM15130) Perform the reventative maintenance work as detailed on the  task sheet.  LMS PM PLUNGER PUMP  (PM15130) Perform the preventative maintenance work as detailed on the  task sheet. ",,,,
10931441,0,"Notif ID: 12186464
Eng Finding:
Ops Finding:
SAP WO Long Desc: LMZ PM PLUNGER PUMP (PM15130) Perform the preventative maintenance work as detailed on the		  task sheet.		  LMS PM PLUNGER PUMP  (PM15130) Perform the preventative maintenance work as detailed on the  task sheet.",,,,
10931445,0,"Notif ID: 12186466
Eng Finding: P
Ops Finding:
SAP WO Long Desc: LMZ PM PLUNGER PUMP (PM15130) Perform the preventative maintenance work as detailed on the		  task sheet.		  LMS PM PLUNGER PUMP  (PM15130) Perform the preventative maintenance work as detailed on the  task sheet.",,,,
11025173,0,"Notif ID: 12405152
Eng Finding: Per table 4 of TME 062 Pump KPIS this is npot a dountable repair. - PT 8/11/2015
Ops Finding:
SAP WO Long Desc: LMZ PM PLUNGER PUMP (PM15130) Perform the preventative maintenance work as detailed on the task sheet. LMS PM PLUNGER PUMP (PM15130) Perform the preventative maintenance work as detailed on the task sheet.",,,,
11025176,0,"Notif ID: 12405153
Eng Finding: Per table 4 of TME 062 Pump KPIS this is npot a dountable repair. - PT 8/11/2015
Ops Finding:
SAP WO Long Desc: LMZ PM PLUNGER PUMP (PM15130) Perform the preventative maintenance work as detailed on the task sheet. LMS PM PLUNGER PUMP (PM15130) Perform the preventative maintenance work as detailed on the task sheet.",,,,
11115008,0,"Notif ID: 12615704
Eng Finding:
Ops Finding:
SAP WO Long Desc: LMZ PM PLUNGER PUMP
 (PM15130) Perform the preventative maintenance work as detailed on the
 task sheet.
 LMS PM PLUNGER PUMP
 (PM15130) Perform the preventative maintenance work as detailed on the
 task sheet.",,,,
11115009,0,"Notif ID: 12615705
Eng Finding:
Ops Finding:
SAP WO Long Desc: LMZ PM PLUNGER PUMP
 (PM15130) Perform the preventative maintenance work as detailed on the
 task sheet.
 LMS PM PLUNGER PUMP
 (PM15130) Perform the preventative maintenance work as detailed on the
 task sheet.",,,,
20203257,0,"Notif ID:
Eng Finding: BT wants to purchase this pump to try out not a repair - PT 3/12/2014
Ops Finding:
SAP WO Long Desc: PURCHASE NEW LEISTRITZ PUMP & CARTRIDGE
 QUOTE ATTACHED
 P<(>&<)>ID ATTACHED
 BR2208 WILL BE ATTACHED ASAP
 PURCHASE ONE NEW SEAL OIL LEISTRITZ PUMP AND ONE SPARE CARTRIDGE ELEMENT
 PER ATTACHED QUOTE. WILL USE BR2208 TO DESIGNATE A BIN L",,,,
20203311,0,"Notif ID: 11404701
Eng Finding: BT is purchasing a spare pump for the warehouse. - PT 3/12/2014
Ops Finding:
SAP WO Long Desc: PURCHASE NEW IMO SEAL OIL PUMP PER QUOTE
 SAP 20203311
 QUOTE ATTACHED
P<(>&<)>ID ATTACHED
BR2208 ATTACHED
 PURCHASE ONE NEW C-301 MAIN SEAL OIL IMO PUMP PER ATTACHED QUOTE. BR2208
 SHOULD DESIGNATE A BIN LOCATION FOR THIS PUMP. N",,,,
20226577,0,"Notif ID:
Eng Finding: Workorder is to purchase seal for new spare pump that will be in the storehouse.  A new workorder will be written when the pump is installed in the field. - DFW 5/5/2014
Ops Finding:
SAP WO Long Desc: PURCHASE NEW SEAL & INSTALL ON NEW P8812
  SAP 20226577  P<(>&<)>ID ATTACHED
 SEAL QUOTE BELOW FROM FLOWSERVE. PURCHASE NEW SEAL AND INSTALL ON NEW
 P8812 IN SHOP. PUMP WILL BE STOREROOM STOCKED VIA BR2208 AFTER SEAL IS
 INSTALLED. ",,,,
20230288,0,"Notif ID: 11578863
Eng Finding:
Ops Finding:
SAP WO Long Desc: Duplicate work order to 20227462
   Duplicate to work order 20227462
 Mount Vibe Probes and EHM Cable P5287
   Mount I/B <(>&<)> O/B Vibration Probes on P5287 NORTH Stabilizer
 Reboiler  pump. Then put in step to have the instrument p",,,,
20233551,0,"Notif ID: 11600261
Eng Finding:
Ops Finding: Just ordering parts
SAP WO Long Desc: PURCHASE 2 GE TEST RIGS FOR HYDRIL PM
 PURCHASE TWO TEST KITS TO PROVIDE FOR PM WORK ON THE HYDRIL ACCUMULATORS  ATTACHED TO THE WATER INJECTION PUMPS. CASEY BOCK TO RECEIVE ONE KIT.
 COMPLEX PMC TO RECEIVE THE OTHER KIT. ",,,,
20255447,0,"Notif ID:
Eng Finding: Not a failure.  Cooler is for turbine driver and gearbox. - DFW 9/9/2014
Ops Finding:
SAP WO Long Desc: REPLACE COOLER CT5 SOUTH TURBINE T-4297
 HDC south CT5 turbine T-4298 needs lube oil cooler replaced.  JACOB-HOLD OFF ON THIS EXCEPT PLEASE GET A QUOTE FOR A NEW-STYLE COOLER AND EMAIL IT TO ME. I WILL USE THYIS WORK ORDER FOR A VAC TRUCK AN",,,,
20257883,0,"Notif ID:
Eng Finding: Test workorder - DFW 9/9/2014
Ops Finding:
SAP WO Long Desc: SUB- TEST SUB WORK ORDER",,,,
20276995,0,"Notif ID: 11894547
Eng Finding: PM external to pump. - DFW 11/11/2014
Ops Finding:
SAP WO Long Desc: PM HYDRIL- R & R BLEEDER VALVES
 SAP 20276995  TRN: 2001674
 P<(>&<)>ID ATTACHED  PM HYDRIL. IF PRESSURE AT PM IS <250PSIG, REPLACE WITH EW HYDRIL FROM  MHF/WAREHOUSE.  REPLACE THE TWO BROKEN 3/4"" GATE VALVES LOCATED BELOW THE RV O",,,,
20278474,0,"Notif ID: 11905692
Eng Finding: Duplicate of 20278265.  Also, not a failure.  Operations worked tubing to clear FE. - DFW 11/11/2014
Ops Finding:
SAP WO Long Desc: R & R P5284 SEAL FLUSH FLARE CHECK VALVE SAP 20278474  TRN: 2002527
 P<(>&<)>ID ATTACHED  REPLACE TUBING CHECK VALVE ON SEAL TUBING TO FLARE. FE LEAK COMING FROM  FLARE GaS FLOWING BACK INTO SEALS. ",,,,
20311059,0,"Notif ID: 12119198
Eng Finding: Not a failure. Insulation abatement. - DFW 3/16/2015
Ops Finding:
SAP WO Long Desc: HDC-REMOVE NON BLUE-BAND INSULATION [JDP: Reopened per Richard Schardan email of 3/2/15 to create Empire  PO.]  SAP 20311059  CLEAN UP SUSPECTED ASBESTOS INSULATION AND ISOLATE LOCATION ABOVE GRADE  WHERE INSULATION CAME FROM IF ",,,,
20320664,0,"Notif ID: 12177415
Eng Finding:
Ops Finding:
SAP WO Long Desc: R & R WET END P7700 N. H20 INJECTION SAP 20320664  TRN: 2001674  P<(>&<)>ID 3-2137-0209 ATTACHED  P7700 NORTH H20 INJECTION PUMP LOW FLOW RATE AFTER REBUILD-  REMOVE WET END AND REPLACE WITH NEW STOREOOM STOCK WET END LOCATED IN  W Spare Purchase",,,,
20329658,0,"Notif ID:
Eng Finding: Work order incorrectly written against the pump and not the turbine. The Work order should be closed and written against the correct piece of equipment. - PT -5/14/2015
Ops Finding:
SAP WO Long Desc: R & R LUBE OIL COOLER 37T4297 SAP 20329658 TRN: 2001674  P<(>&<)>ID 3-2137-0224 ATTACHED
 MOC XXXXXXXX  REMOVE ORIGINAL LUBE OIL COOLER FROM T-4297. PURCHASE AND INSTALL A NEW  LUBE OIL COOLER PER MOC #XXXXXXXX AND USE NEW SS TUBING F",,,,
20333826,0,"Notif ID: 12248017
Eng Finding: Proactive upgrade to SS seal flush lines. Need to follow-up on this WO. It is not TECO'd yet. This work should have been completed during T/A. - PT 8/5/2015
Ops Finding:
SAP WO Long Desc: P5289-R & R SEAL FLUSH TUBING & FITTINGS SAP 20333826
 TRN: 7116180XUS & 7115791XUS  P<(>&<)>ID 3-2137-0116 Attached
 Replace the seal flush tubing and all fittings on P5289 [P3308B],
 Stabilizer and Splitter reflux common spare pump wit",,,,
20373311,0,"Notif ID:
Eng Finding:
Ops Finding:
SAP WO Long Desc: PURCHASE NEW MERCAPTAN PUMP
 SAP 20373311
 TRN: 2001712
 P<(>&<)>ID 3-2133-0124 ATTACHED
 Purchase one new Mercaptan pump identical to the last such pump
 purchased in October 2015.",,,,
20384298,0,"Notif ID: 12657587
Eng Finding:
Ops Finding:
SAP WO Long Desc: GENERATOR/DEHYDRATOR RENTAL 1ST STG CHRG
 SAP 20384298
 12/05/2015 18:46-
 RENT GENERATOR and DEHYDRATOR FOR FIRST STAGE CHARGE PUMP.
 CURRENTLY BORROWING DEHYDRATOR FROM POWER PLANT 2.",,,,
20390348,0,"Notif ID: 12702758
Eng Finding: This wo was only written to accrued cost that should have been written in Aug failure.
Ops Finding:
SAP WO Long Desc: BLIND & REPAIR P5287 N STABILIZER REBOIL
 SAP 20390348
 TRN: 7115806XUS
 P<(>&<)>ID ATTACHED 3-2137-0112
 SIGNED DEVIATION ATTACHED
 FOR CHARGES TO PUMP-SIDE REPAIRS THAT HAVE BEEN GETTING CHARGED TO THE
 MOTOR-SIDE OF P5287 [SAP2038316",,,,
20396195,0,"Notif ID: 12612509
Eng Finding: Outside of KPI envelope for countable pump repairs - PT 2/11/2016
Ops Finding:
SAP WO Long Desc: REPLACE Start/Stop Switch
 North Water Injection Pump Stop Switch was B/O. Would not stop for
 several attempts",,,,
20397948,0,"Notif ID: 12759819
Eng Finding: Outside of KPI envelope for countable pump repairs - PT 2/11/2016
Ops Finding: Opportunistic Maint after Power Outage
SAP WO Long Desc: REPLACE P5285 SUCTION & DISCHARGE MOV''s
 SAP 20397948
 TRN: 2002525
 P<(>&<)>ID 3-2137-0112 ATTACHED
 TFF ATTACHED
 CI-ACTUATION QUOTE ATTACHED
 PETROVALVE GATE VALVE BODY QUOTE ATTACHED
 REMOVE EXISTING SUCTION AND DISCHARGE MOV''s ",,,,
20397949,0,"Notif ID: 12764940
Eng Finding: Outside of KPI envelope for countable pump repairs - PT 2/11/2016
Ops Finding: Opportunistic Maint after Power Outage
SAP WO Long Desc: REPLACE P5286 SUCTION & DISCHARGE MOV''s
 SAP 20397949
 TRN: 2002525
 P<(>&<)>ID 3-2137-0112 ATTACHED
 TFF ATTACHED
 CI-ACTUATION QUOTE ATTACHED
 PETROVALVE GATE VALVE BODY QUOTE ATTACHED
 REMOVE EXISTING SUCTION AND DISCHARGE MOV''s ",,,,
50099111,0,"Notif ID: 12663249
Eng Finding:
Ops Finding:
SAP WO Long Desc: RENT A GENERATOR FOR P5280 DEHYDRATOR
 SAP 50099111
 RENTAL FORM ATTACHED
 RENT GENERATOR FROM UNITED RENTALS AND CONNECT TO LUBE OIL PURIFIER AT
 P5280 1ST STAGE CHARGE PUMP.",,,,
CTRAC0083,0,"Eng Finding: : S/D for HDC TA.  Work not performed until later.  MJL 7/2/2015
Durign shutdown, there was a few seconds of delay between the time the dump valves opened and the trip valve shut.
Ops Finding: : ",,,,
CTRAC0084,0,"Eng Finding: : Planned maintenance work during HDC T/A.  T&T overhaul, gland condenser replacement, and uncoupling.  MJL 7/2/2015
Ops Finding: : ",,,,
CTRAC0085,0,"Eng Finding: : Maintenance work complete.  Awaiting TOST.  MJL 7/2/2015
Ops Finding: : ",,,,
CTRAC0088,0,"Eng Finding: : TA Carryover. BM 8/11/2015
Ops Finding: : ",,,,
CTRAC0089,0,"Eng Finding: : SDBA due to refinery wide power outage. BM 2/4/2016
Ops Finding: : ",,,,
CTRAC0093,0,"Eng Finding: : S/D for HDC T/A.  Work scope included compressor bearing and seal replacement, turbine overhaul and re-rate, and high velocity oil system flush.  MJL 6/11/2015
Ops Finding: : ",,,,
CTRAC0094,0,"Eng Finding: : Carryover planned maintenance work.  MJL 7/6/2015
Ops Finding: : ",,,,
CTRAC0095,0,"Eng Finding: : TA Carryover. BM 8/11/2015
Attempts made to turnover the compressr but turbine vacuum could not be maintainted. We eventually installed the original hogger jet. And turned the compressor over to Operations. - PT 9/11/2015
Ops Finding: : ",,,,
CTRAC0097,0,"Eng Finding: : SDBA due to refinery wide power outage. BM 2/4/2016
Ops Finding: : ",,,,
CTRAC0104,0,"Eng Finding: : Shutdown but available.  HDC at reduced rates.
Ops Finding: : ",,,,
CTRAC0105,0,"Eng Finding: : Shutdown but available.  HDC at reduced rates due to PtR-4 outage
Ops Finding: : ",,,,
CTRAC0108,0,"Eng Finding: : Carryover from 9/24.  HN 10-37-12
Ops Finding: : ",,,,
CTRAC0112,0,"Eng Finding: :
Ops Finding: : Down but available per the business team.  HN 3/13/13",,,,
CTRAC0114,0,"Eng Finding: : C0307 was shutdown on 5/7/2014 @ 21:11 due to PTR4 outage. - DFW 5/12/2014
C0307 was restarted on 5/27/2014 @ 18:22 after PTR4 reactor work. - DFW 5/30/2014
Ops Finding: : ",,,,
CTRAC0116,0,"Eng Finding: : Compressor was shutdown to replace failed 2LP valves on the HE.  Was found that discharge valve directly below suction valve had also failed.  - DFW 8/6/2014
Suction valves were coated in abrasive iron pyrite again. - DFW 1/6/2015
Ops Finding: : ",,,,
CTRAC0117,0,"Eng Finding: : C0307 shutdown to complete TA switchgear work.  3HP Piston assembly, 1LP, 3LP and 3HP valves changed during downtime. - DFW 11/4/2014
Ops Finding: : ",,,,
CTRAC0118,0,"Eng Finding: : Carryover from F01.  DFW 12/12/2014
Ops Finding: : ",,,,
CTRAC0120,0,"Eng Finding: :
Ops Finding: : Compressor was allowed to stay down for repairs from above trip. That time when it was kept down is classified as a FO2.",,,,
CTRAC0121,0,"Eng Finding: : ´ The primary reason for this outage is to replace 3LP valves and 3HP pressure packing.  All new valves will have Elgiloy springs installed.  It is required that these valves be stamped with the parts information from TF Hudgins as agreed, and recorded on the valve inspection sheets
Machinery
´ 3LP valves will be replaced.
´ 2LP valves will be replaced.
´ 3HP pressure packing, wiper packing, and valves will be replaced.
´ 2HP pressure packing inspection.
´ Stroke unloaders to verify operation.
Fixed Equipment
´ FE Tag #3111.17 _ 3LP Trap Level Controller _ Packing Leak
Instrumentation and Electrical
´ Instrumentation to repair/replace all bad order TIÍs after machinery work is complete.
´ Perform offline SCI checks that are due before TA.
Operations
´ Operations to wash through suction KO drain and pulsation bottle drain lines until clean.
o Mechanical to support as needed.
´ Operations to wash through KO level bridles and instrument nozzles.
Liquid carryover into compressor suction damages compressor valves.  MJL 4/24/2015
Ops Finding: : ",,,,
CTRAC0123,0,"Eng Finding: : SDBA.  Compressor shutdown due to PTR4 trip. - DFW 4/7/2015
Ops Finding: : ",,,,
CTRAC0124,0,"Eng Finding: : Machinery
´ 3LP valves will be replaced.
´ 3HP valves will be replaced.
´ Torque all valve covers 1LP, 2LP 1HP, and 2HP.
´ Stroke unloaders to verify operation.
Instrumentation and Electrical
´ Instrumentation to repair/replace all bad order TIÍs after machinery work is complete.
Operations
´ Operations to wash through suction KO drain and pulsation bottle drain lines until clean.
o Mechanical to support as needed.
´ Operations to wash through KO level bridles and instrument nozzles.
Liquid carryover into the compressor suction results in valve damage.  MJL 5/5/2015
Ops Finding: : ",,,,
CTRAC0125,0,"Eng Finding: : SDBA for HDC TA.  MJL 7/6/2015
Ops Finding: : ",,,,
CTRAC0126,0,"Eng Finding: : Carryover SDBA for HDC TA.  MJL 7/6/2015
Ops Finding: : ",,,,
CTRAC0128,0,"Eng Finding: : SDBA after valve change complete.  MJL 7/6/2015
Ops Finding: : ",,,,
CTRAC0134,0,"Eng Finding: : SDBA due to refinery wide power outage. BM 2/4/2016
Ops Finding: : ",,,,
CTRAC0144,0,"Eng Finding: : ´ The primary reason for this outage is to replace failed 3LP valves.  Replace all 3LP valves, 2HP discharge RV and 2LP discharge RV. All new valves will have Elgiloy springs installed.  It is required that these valves be stamped with the parts information from TF Hudgins as agreed, and recorded on the valve inspection sheets
o 3LP 3oo3 - 1/3/14
´ Operations to wash through suction KO drain and pulsation bottle drain lines until clean.
o Mechanical to support as needed.
´ Operations to wash through KO level bridles and instrument nozzles.
´ Instrumentation to repair/replace all bad order TIÍs after machinery work is complete.
´ Change-out 2LP Discharge RV (HC0169)
´ Change-out 2HP Discharge RV (HC0171)
Ops Finding: : ",,,,
CTRAC0145,0,"Eng Finding: : Shutdown for C308 Major Inspection. - DFW 2/4/2014
Ops Finding: : ",,,,
CTRAC0146,0,"Eng Finding: : Carryover for C0308 major.  - DFW 3/3/2014
Ops Finding: : ",,,,
CTRAC0147,0,"Eng Finding: : Carryover for major inspection. - DFW 4/1/2014
Ops Finding: : ",,,,
CTRAC0148,0,"Eng Finding: : Carryover Major Inspection.  DFW 5/6/2014
Ops Finding: : ",,,,
CTRAC0149,0,"Eng Finding: : Carryover for C308 major inspection until discharge bottle drain repaired on 5/21 - DFW 6/16/2014
Ops Finding: : ",,,,
CTRAC0150,0,"Eng Finding: : Shutdown but available following major inspection. - DFW 6/16/2014
Ops Finding: : ",,,,
CTRAC0151,0,"Eng Finding: : Carryover SDBA.  SDS 7/1/2014
Ops Finding: : ",,,,
CTRAC0155,0,"Eng Finding: : Carryover - DFW 8/31/2014
Ops Finding: : ",,,,
CTRAC0156,0,"Eng Finding: : Carryover from resupporting HP side cylinders and associated air runs. - DFW 10/7/2014
Ops Finding: : ",,,,
CTRAC0159,0,"Eng Finding: : Carryover F01.  DFW 11/4/2014
Ops Finding: : ",,,,
CTRAC0165,0,"Eng Finding: : ´ The primary reason for this outage is to replace failed 2LP and 3LP valves.  Replace all 2LP and 3LP valves. All new valves will have Elgiloy springs installed.  It is required that these valves be stamped with the parts information from TF Hudgins as agreed, and recorded on the valve inspection sheets
o 3LP CE Suction and HE Discharge Valve Leak
o 2LP HE Suction Valve Leak
Scope Summary
´ Replace all 2LP valves.
´ Replace all 3LP valves.
´ Measure 3HP crosshead clearance.
´ Remove 3HP and 3LP Suction bottle boot for cleaning and inspection.
´ Operations to wash through suction KO drain and pulsation bottle drain lines until clean.
´ Operations to wash through KO level bridles and instrument nozzles.
´ Instrumentation to repair/replace all bad order TIÍs after machinery work is complete.
´ Insulate Suction Bottle Heat Tracing TIÍs
Rev. 1 Additions
´ Roll 1HP suction bottle boot trap valve for line cleaning (South side of machine).
´ Roll 2HP suction bottle boot trap valve for line cleaning (South side of machine).
Ops Finding: : ",,,,
CTRAC0167,0,"Eng Finding: : SDBA for HDC TA.  MJL 7/6/2015
Ops Finding: : ",,,,
CTRAC0168,0,"Eng Finding: : Carryover SDBA for HDC TA.  MJL 7/6/2015
Ops Finding: : ",,,,
CTRAC0170,0,"Eng Finding: : SDBA after valve change complete.  MJL 7/6/2015
Ops Finding: : ",,,,
CTRAC0176,0,"Eng Finding: : Because both the LP and HP sides of the compressor were unloaded, the compression ratio increases were more sensitive to trap blow downs. The compressor traps were put into local control after this trip. The lowering suction pressure causes the 3rd stage compression ratio to increase. The cross head vibraiton is increasing with the increase of the comrpession ratio - PT11/8/2015
The compressor is set up with an automatic trap blow down. In this case the compressor tried to blow down while it was unloaded which casued the compression ratio to increase and it triped on vibration. Operations will try to limit the amount of time that the compressor is unloaded to prevent this from happening again. In addition, engineering is progressing 2 methods that will help dampen crosshead vibration: 1) grout in the crosshead guide, & 2) add suplimental oil to the crosshead guide. - PT 11/10/2015
Ops Finding: :
   Incident Description:    At 4:46 PM, C308 alarm on high liquid level in HP 3rd Stage so 37LC406 opens wide open to clear liquid level per controller design. At 4:47 PM, a West Recip Trouble Alarm 37XA064 occurs and about a second later a West Recip Shutdown alarm indicating C308 shutdown. Operators immediately reported that C308 shutdown due to high vibration on 3rd Stage HP side while going through alarm panel and Bentley system. This occur yesterday around the same time on the same machine and on the same liquid trap.
   Executive Summary:    C308 shutdown due to HP 3rd Stage high vibrations.
   Immediate Corrective Actions Taken:    Determine root cause that shutdown C308 and immediately contact on call Rotating Engineer for an approval for restart. C308 was restarted and unit is on recovery mode.
   Recommended Actions:    Place all liquid trap on Local control and increase rounds on C308 liquid traps to prevent machine from shutting down due to liquid trap opening wide open.
   Key Learnings:    C307 3rd Stage HP liquid trap build liquid level and trap 37LC106 open wide open to clear liquid with no shut down impact of machine.
",,,,
